;Siachen Glacier (frozen);Nagorno-Karabakh (frozen);Mongolia (frozen);India (frozen);Nepal (frozen);Philippines (frozen)
2003-02-01;132,205281;107,759676;103,992475;120,120928;137,180207;103,944745
2003-03-01;131,390479;108,043656;104,839974;118,392438;138,637255;101,517889
2003-04-01;130,750858;107,93785;105,147991;116,959034;140,01058;101,338275
2003-05-01;131,44308;108,197934;106,950661;115,260583;137,489614;103,955781
2003-06-01;132,224106;108,769487;107,033683;114,132131;137,071251;105,158042
2003-07-01;132,321233;109,135713;107,878773;114,253698;135,993091;104,757989
2003-08-01;132,123814;108,942432;108,706848;113,692375;136,413644;104,029638
2003-09-01;131,903676;108,904895;109,452965;112,663026;135,971897;103,308866
2003-10-01;131,385488;109,033132;108,982318;113,545847;135,562247;102,574566
2003-11-01;130,858371;109,857657;109,975499;114,733321;135,702496;102,827024
2003-12-01;129,837363;111,215465;111,178246;114,722244;137,306567;103,943052
2004-01-01;128,701466;111,609415;111,687484;114,5638;137,783076;103,829892
2004-02-01;129,029956;112,557818;110,828889;114,429839;137,681034;104,175831
2004-03-01;129,517097;113,431739;114,376496;113,863828;136,718206;104,820307
2004-04-01;131,086386;113,443242;117,601514;112,793183;135,92937;104,280851
2004-05-01;130,86942;113,096957;118,884465;112,545142;133,728981;104,74985
2004-06-01;130,887561;112,341956;117,150343;112,335899;134,147476;104,224138
2004-07-01;131,145581;112,766717;116,569778;110,646227;131,12147;103,898186
2004-08-01;131,1472;113,64351;116,612131;108,981461;131,062989;105,128695
2004-09-01;131,408547;114,408728;115,776256;107,26433;129,005959;106,503992
2004-10-01;132,195537;114,545027;114,237895;107,029098;128,569763;107,79519
2004-11-01;134,263651;114,44728;116,289633;108,119965;129,6834;105,289817
2004-12-01;135,116803;114,526769;117,786812;108,471615;125,954708;104,946883
2005-01-01;133,512456;114,437184;117,7581;107,148555;124,046251;106,487616
2005-02-01;131,892049;114,636331;117,638024;107,754789;123,608455;107,882341
2005-03-01;128,945678;113,950581;118,834735;110,230384;122,768629;109,267619
2005-04-01;128,566394;113,815309;117,948705;110,647752;122,018814;109,686524
2005-05-01;128,056413;114,008158;118,957915;110,606617;122,872198;109,894522
2005-06-01;128,596376;113,784317;118,934271;111,45629;122,875098;109,41175
2005-07-01;128,720728;113,653441;119,173424;111,763873;123,577953;110,144749
2005-08-01;129,179138;114,640675;119,26152;111,612338;123,621462;110,697158
2005-09-01;129,57056;112,573561;120,784595;111,056159;126,422846;110,097221
2005-10-01;128,948981;111,588647;121,590863;110,678103;129,171273;110,375726
2005-11-01;129,092643;111,377154;121,746159;111,6032;127,406051;110,64786
2005-12-01;129,374596;111,080225;120,775555;112,746094;126,97798;109,888273
2006-01-01;128,783789;109,820564;120,477175;112,351407;128,511989;109,898064
2006-02-01;129,866881;111,067296;120,01984;110,856954;127,552064;109,466102
2006-03-01;131,794666;112,012468;117,692066;110,12603;127,228297;108,504394
2006-04-01;134,333795;112,335339;114,492308;110,902363;128,045349;108,42637
2006-05-01;133,377867;111,575188;115,385066;110,163261;128,846632;109,959264
2006-06-01;132,825009;111,778368;116,604612;108,714788;128,036762;107,38162
2006-07-01;133,562945;111,943262;117,455018;109,283028;129,549344;104,279216
2006-08-01;133,687088;113,327635;117,337609;110,099873;131,335717;104,525868
2006-09-01;132,239842;112,228408;118,435534;110,794536;130,018642;106,063561
2006-10-01;130,376412;108,915704;116,110041;110,495628;129,918445;105,875517
2006-11-01;131,602668;107,096674;114,016529;108,587282;130,520387;105,207058
2006-12-01;132,511553;107,993982;112,738779;106,540383;130,068971;105,792475
2007-01-01;130,643204;107,962062;112,581805;108,860248;129,407074;106,457741
2007-02-01;128,804406;107,597754;113,560156;109,925865;129,849916;108,679303
2007-03-01;129,112941;108,738666;115,478546;110,532544;129,878952;106,114109
2007-04-01;130,759411;110,553666;115,290968;110,899664;129,636605;103,730874
2007-05-01;128,92157;111,424125;118,323178;111,687561;128,814949;105,920512
2007-06-01;126,887722;112,392813;120,165751;112,254402;127,688868;108,698639
2007-07-01;126,282558;113,255958;122,636888;112,45866;126,082208;107,181877
2007-08-01;126,173143;113,775288;121,295179;113,563476;124,439171;105,363059
2007-09-01;126,182801;113,853943;121,143023;114,970505;124,511358;107,253462
2007-10-01;126,280231;116,016054;120,970171;115,076657;123,891022;107,938845
2007-11-01;127,085881;115,701242;120,878832;114,718315;122,99016;108,337847
2007-12-01;128,261919;115,166315;122,069519;113,233646;123,530731;107,550122
2008-01-01;129,234248;115,445773;122,9801;114,04231;122,68961;105,539043
2008-02-01;130,447054;116,810233;123,399653;113,825015;122,277219;103,531655
2008-03-01;130,575196;115,19427;123,869843;114,340474;123,858337;103,511964
2008-04-01;129,750709;113,852473;123,462636;113,935088;121,316334;103,183557
2008-05-01;128,568175;114,368926;124,707152;113,672238;118,899716;101,226286
2008-06-01;129,19092;115,087606;124,656524;113,465692;119,205546;100,046263
2008-07-01;128,447533;115,900022;125,765475;112,955793;120,267534;99,650429
2008-08-01;126,926094;116,154261;125,300455;112,231574;120,276886;99,081932
2008-09-01;126,279855;115,532959;125,322495;111,208151;119,533745;98,722636
2008-10-01;125,93307;113,992395;124,76559;110,39807;120,854382;99,858534
2008-11-01;125,080757;113,860441;126,50527;111,907101;121,099078;100,463824
2008-12-01;124,694779;115,006185;126,861739;112,219195;120,167128;100,806163
2009-01-01;124,786167;115,560574;125,989291;112,838518;122,667692;102,318804
2009-02-01;124,578138;115,26491;125,003433;111,053739;126,088966;102,459762
2009-03-01;124,134626;114,839023;125,687694;109,098537;123,126345;101,763943
2009-04-01;124,645555;116,042383;126,982888;107,64459;121,79811;101,855941
2009-05-01;124,181958;116,650988;126,991655;107,468293;121,866015;103,708901
2009-06-01;123,380101;118,24696;127,498424;108,036895;120,715807;104,21169
2009-07-01;122,756964;115,368245;127,271998;106,736392;119,021794;103,982806
2009-08-01;123,051511;114,977569;126,99639;105,434919;117,832434;105,248709
2009-09-01;122,658093;115,865252;127,89194;105,192252;117,31382;104,729676
2009-10-01;121,67006;116,312562;128,720546;105,765039;116,502998;103,507006
2009-11-01;120,494819;117,700315;126,659628;106,021239;116,451199;103,114672
2009-12-01;119,543341;118,234754;125,822325;105,064717;116,835714;103,42643
2010-01-01;119,37478;119,428218;124,005369;107,642934;116,779314;103,892123
2010-02-01;118,893843;119,722494;124,968503;110,346178;119,808773;106,343278
2010-03-01;117,047865;119,799004;127,683863;111,206802;115,077339;108,182774
2010-04-01;116,018956;119,203695;129,496446;109,428949;114,126691;106,676296
2010-05-01;117,973301;116,650972;129,544167;107,904883;115,248089;106,527207
2010-06-01;119,814652;118,685129;129,039008;106,651162;116,338385;108,11119
2010-07-01;119,449227;119,722729;129,124905;106,291931;115,798382;108,902678
2010-08-01;118,542988;121,312244;130,070304;106,352329;112,652799;109,115008
2010-09-01;118,212382;123,070399;130,239462;105,785949;113,92044;108,213549
2010-10-01;117,77883;122,952225;130,394577;104,253028;113,33003;107,46992
2010-11-01;117,101437;122,642832;131,5248;102,661217;112,992095;107,026896
2010-12-01;117,294361;121,629075;133,104577;101,222924;112,65679;107,015299
2011-01-01;117,419867;120,637971;133,635654;102,94995;111,276471;107,427503
2011-02-01;117,848706;119,792623;132,366632;103,640611;112,15138;107,070942
2011-03-01;117,5363;121,713961;131,346814;105,178128;112,394137;107,446659
2011-04-01;115,994942;121,967217;130,385064;105,654069;113,381265;108,298212
2011-05-01;116,104006;119,292529;130,756076;105,325854;113,034143;107,765537
2011-06-01;116,550194;121,604652;131,678645;104,319061;111,385919;105,823168
2011-07-01;116,922389;123,083144;131,126769;104,005107;109,579393;104,216632
2011-08-01;118,841386;123,399739;130,115906;103,553236;109,552005;105,566798
2011-09-01;120,726587;122,479076;129,686669;103,453391;108,081769;106,706866
2011-10-01;122,162925;122,083821;129,210348;101,803074;108,415673;107,080217
2011-11-01;122,282962;122,742439;127,98595;101,268517;107,96737;107,581259
2011-12-01;121,693889;121,114432;128,017169;101,026475;106,384402;106,272812
2012-01-01;121,671013;119,489589;128,844227;101,237645;106,025647;104,513559
2012-02-01;121,738405;118,814649;128,707121;99,769264;106,261237;104,872344
2012-03-01;121,61651;118,718722;129,072518;99,283047;106,043934;105,723639
2012-04-01;121,24074;118,254967;130,22395;100,187599;105,102789;105,848849
2012-05-01;122,123303;119,149906;131,408268;101,505794;103,623192;106,758754
2012-06-01;123,32444;121,804441;132,166815;103,015229;103,08424;107,027728
2012-07-01;122,356996;123,454147;133,547465;104,293727;104,345852;106,855196
2012-08-01;120,865238;123,625792;134,496432;104,171401;106,137041;106,233448
2012-09-01;120,214332;125,100021;135,186295;104,910139;105,25309;106,404035
2012-10-01;120,571419;126,165882;136,355485;106,66839;102,627666;106,994342
2012-11-01;119,902147;127,130388;137,657975;107,098844;102,205768;108,299025
2012-12-01;118,448254;128,359171;139,686064;105,804084;102,883476;109,629477
2013-01-01;118,222902;129,146384;137,305228;106,550316;103,3596;109,38044
2013-02-01;117,65002;127,724627;134,52233;108,199965;101,731653;108,334311
2013-03-01;117,272858;128,830969;137,064752;108,142657;101,734155;108,162402
2013-04-01;117,352408;128,344883;138,005057;106,573884;103,804583;108,211355
2013-05-01;116,077184;128,787168;137,12339;106,264732;105,87498;106,764803
2013-06-01;114,119787;128,296681;137,055371;109,359194;106,115176;105,696355
2013-07-01;115,349974;126,615238;138,825585;110,902896;105,240558;105,690993
2013-08-01;117,162242;126,333496;139,420565;108,979789;105,730958;105,99006
2013-09-01;115,289489;126,996341;139,556629;107,875548;106,440516;105,252069
2013-10-01;113,297493;126,643644;138,625074;106,780803;108,063115;106,158995
2013-11-01;113,701279;126,282558;138,252056;104,930637;108,11907;106,945967
2013-12-01;115,059325;126,02909;136,352474;102,718015;107,053296;106,055825
2014-01-01;114,831852;126,747717;134,034857;101,61998;109,844927;105,71847
2014-02-01;113,234803;125,973403;134,414094;102,454313;112,398429;107,167901
2014-03-01;114,627006;127,099408;134,200887;103,698617;114,048856;107,340807
2014-04-01;118,674543;127,687365;132,024473;104,411331;114,396211;106,432428
2014-05-01;118,396574;127,785794;130,485912;103,687244;114,936411;106,798473
2014-06-01;116,023585;126,316802;129,688346;102,516626;116,180364;108,017329
2014-07-01;115,744472;126,316511;129,471908;101,752755;117,527277;107,60502
2014-08-01;116,89906;126,815884;131,757427;102,367796;120,82742;108,631964
2014-09-01;116,461511;125,764048;134,563702;103,069143;119,513953;109,435544
2014-10-01;116,061318;126,114598;133,888362;102,704478;118,506775;109,836037
2014-11-01;117,570998;125,609091;134,75237;103,491788;117,926316;109,032867
2014-12-01;119,409281;124,994543;135,18828;104,165513;117,665129;108,151236
2015-01-01;120,004797;124,929178;135,655814;103,108592;118,09476;110,281035
2015-02-01;121,076632;125,622086;135,547665;101,920763;117,016396;111,90542
2015-03-01;120,836414;126,45051;135,622959;101,043879;117,217639;112,915983
2015-04-01;119,655075;124,236093;137,987642;101,126557;117,55466;112,700671
2015-05-01;119,737492;122,061202;140,395745;101,138526;118,133375;113,216862
2015-06-01;121,079306;122,555116;140,592649;101,405032;118,431061;113,680849
2015-07-01;121,425148;124,161906;139,568245;101,850496;120,666515;113,867693
2015-08-01;120,879602;124,76781;138,995422;101,290098;121,542475;115,125899
2015-09-01;120,858351;126,318776;138,825459;100,994363;120,829359;114,105078
2015-10-01;120,701152;125,8667;137,119368;101,58843;122,188879;111,872762
2015-11-01;120,482303;126,311948;135,71226;102,016303;124,646768;111,338883
2015-12-01;120,183159;126,98693;135,104897;101,398643;124,137132;111,86295
2016-01-01;120,180462;125,760936;134,493878;101,501135;124,157279;112,628397
2016-02-01;120,832469;124,969644;134,14341;103,028427;125,092061;111,71754
2016-03-01;123,269353;123,47011;132,637179;102,922752;121,95096;111,656428
2016-04-01;126,710065;122,552386;131,834199;101,406425;122,495106;113,300256
2016-05-01;127,203264;122,315277;131,125559;99,981648;121,487275;114,227776
2016-06-01;126,970234;121,382072;131,692871;100,010368;121,536475;114,177189
2016-07-01;127,027233;118,999535;131,09787;100,533551;118,620314;115,376574
2016-08-01;126,76678;116,607651;129,874412;101,237281;116,905772;118,985124
2016-09-01;127,530533;119,129976;130,220335;101,010797;116,878856;118,615444
2016-10-01;129,852142;119,594504;130,93802;100,173034;117,131528;116,659443
2016-11-01;130,857084;119,669572;131,586841;100,090904;116,90696;116,480161
2016-12-01;129,626945;119,45208;131,780259;100,978373;116,983449;116,048562
2017-01-01;129,325628;118,710651;130,778509;100,93928;115,951796;116,465565
2017-02-01;129,937891;118,820087;130,151431;99,590052;113,611447;117,321702
2017-03-01;129,577516;119,401129;131,360524;98,979827;116,16053;114,592947
2017-04-01;129,420522;119,030181;131,61803;100,20922;116,897807;112,298107
2017-05-01;129,056243;118,991906;130,575449;100,976588;118,125167;113,250228
2017-06-01;129,68411;120,029456;129,973376;100,916417;119,945386;114,939959
2017-07-01;129,960535;118,908049;131,053958;101,09826;120,359685;115,403967
2017-08-01;130,061466;116,784271;131,265832;100,194398;120,376316;114,177682
2017-09-01;130,33803;115,388498;130,478814;100,320269;120,172907;115,053792
2017-10-01;130,6144;115,090367;132,921375;101,507158;119,396958;116,514371
2017-11-01;132,022977;114,128357;136,250255;102,427194;118,483705;116,24751
2017-12-01;132,914277;113,547978;136,237741;103,419251;117,238148;115,946382
2018-01-01;132,664612;114,255665;133,637316;103,456915;117,65601;116,369587
2018-02-01;131,925116;115,065457;133,562072;103,319293;117,976714;116,07374
2018-03-01;131,860157;112,879715;131,390435;103,490129;119,809734;115,584509
2018-04-01;133,186406;112,251233;130,181632;103,792091;120,790663;114,987617
2018-05-01;133,828448;111,399787;130,381374;104,277471;121,934061;116,364805
2018-06-01;133,731411;111,0547;130,150292;106,264483;122,22595;116,707608
2018-07-01;134,697311;111,132149;129,308371;107,058851;123,69466;117,325527
2018-08-01;136,112099;112,018073;129,099774;108,069196;125,469478;117,489457
2018-09-01;136,463447;112,298243;128,281291;108,765426;126,269946;118,279221
2018-10-01;137,333159;112,273447;127,910611;110,269471;125,731833;118,767931
2018-11-01;138,096787;112,942169;126,887348;111,114613;125,588929;120,143849
2018-12-01;138,086656;113,667822;127,457223;111,722676;126,6329;121,137176
2019-01-01;138,931959;112,68843;127,479333;111,943095;126,784227;120,522695
2019-02-01;139,059639;111,591479;127,842855;111,737489;125,819319;120,78718
2019-03-01;138,37008;111,97285;126,381924;111,950034;124,712416;121,238648
2019-04-01;138,155372;112,67491;127,115693;112,50253;124,942387;122,254589
2019-05-01;137,768937;112,267349;126,530372;112,382204;123,949964;122,077975
2019-06-01;137,578864;111,156952;125,016004;110,644421;121,938326;120,429072
2019-07-01;137,453175;111,266805;123,758805;110,39967;122,130031;118,351991
2019-08-01;136,95128;110,589051;123,842658;111,46776;122,43824;116,000125
2019-09-01;138,104101;110,291704;123,755342;110,493146;123,703838;116,673407
2019-10-01;138,19834;110,067664;124,476678;108,193205;125,183122;117,118498
2019-11-01;138,072476;110,151813;124,675577;107,176973;125,903686;118,091487
2019-12-01;137,192027;109,977738;123,929763;107,860909;126,393842;118,617517
2020-01-01;138,549534;108,928207;123,333712;108,663553;127,324851;119,000245
2020-02-01;140,575828;109,124588;125,058694;109,460536;127,543432;119,423816
2020-03-01;139,340697;109,797694;122,721725;109,449405;127,77257;119,303629
2020-04-01;136,384383;109,996104;120,982292;109,575312;127,577735;118,254879
2020-05-01;135,582809;110,592023;118,728459;108,681221;128,11784;118,451513
2020-06-01;135,229132;111,800883;118,265969;108,891602;129,359669;118,525001
2020-07-01;135,115562;112,035977;117,315939;109,062118;129,312414;118,977795
2020-08-01;135,371872;112,126877;117,349061;108,063024;128,875107;120,871857
2020-09-01;134,151532;112,303436;116,481432;108,321983;130,696431;122,9198
2020-10-01;132,372599;111,972761;116,350463;108,402534;131,96072;120,603433
2020-11-01;133,575191;110,878302;114,84198;106,793976;133,018592;118,837989
2020-12-01;133,588438;110,130141;113,625258;105,556234;131,591213;118,637968
2021-01-01;133,527647;110,667617;112,734672;104,189501;132,217822;118,436609
2021-02-01;133,04766;110,248808;114,28608;104,275835;132,818961;118,658212
2021-03-01;134,046255;109,684044;114,206736;104,141955;131,766797;118,88566
2021-04-01;135,622439;109,188688;114,679695;102,784735;130,840575;118,872587
2021-05-01;136,049109;107,655009;116,279975;101,735105;130,716193;117,840253
2021-06-01;136,302917;106,830269;117,897;105,289126;130,673459;117,36557
2021-07-01;135,604205;106,615347;115,793819;107,750542;131,026838;116,482044
2021-08-01;134,46279;106,65817;112,969715;105,652694;130,611805;114,884957
2021-09-01;133,247418;105,743877;111,79216;103,960574;130,988125;115,118496
2021-10-01;131,157044;104,867321;114,454628;105,465194;131,342954;115,470844
2021-11-01;129,170046;106,028232;116,591955;105,441101;132,384877;115,818267
2021-12-01;126,831313;106,949336;117,581586;105,291097;133,113513;117,099906
2022-01-01;128,058103;108,053949;118,996391;105,883433;132,753918;117,485465
2022-02-01;129,074247;105,98015;121,550973;106,324627;133,927782;117,651071
2022-03-01;130,132082;104,689973;119,241419;104,813784;135,561991;117,170252
2022-04-01;130,640027;103,783704;117,021515;104,476559;135,683077;118,45102
2022-05-01;130,244901;103,026814;115,873763;103,750451;135,714046;119,33716
2022-06-01;130,440088;102,16172;116,306705;103,766239;135,815177;119,370219
2022-07-01;130,534251;100,842922;116,181039;104,254988;135,769427;119,886583
2022-08-01;130,801979;101,171913;116,763648;104,768631;135,05129;119,730341
2022-09-01;132,128579;102,643412;115,890914;104,613205;134,99584;118,840757
2022-10-01;133,159399;103,958663;114,921287;103,555593;133,844746;118,22738
2022-11-01;134,504347;104,711944;114,783723;104,316436;134,957962;117,85663
2022-12-01;136,869616;104,77572;115,325708;107,18248;134,919214;116,18537
2023-01-01;138,286786;104,751169;114,456472;106,45973;134,316403;114,307516
2023-02-01;136,48422;104,084379;113,878058;106,242179;133,110403;116,361277
2023-03-01;134,502701;103,189891;114,353514;107,310685;131,612579;118,601509
2023-04-01;135,345141;101,982996;115,530815;108,764489;131,867227;119,511849
2023-05-01;136,298541;102,921037;115,400762;106,907911;132,105147;119,773988
2023-06-01;135,878706;102,416321;114,678737;106,125137;130,659854;120,916392
2023-07-01;135,302859;101,144827;114,198278;105,796698;129,722562;120,63029
2023-08-01;136,242993;102,773003;113,254511;105,560781;129,923751;120,479338
2023-09-01;137,12286;102,82004;113,116473;106,494916;129,879304;121,601955
2023-10-01;137,799975;101,401046;114,680148;108,334019;128,278021;120,883157
2023-11-01;137,572405;100,887202;115,402884;107,41828;126,203608;120,243766
2023-12-01;136,983371;99,302736;116,819272;106,970554;126,337791;120,278932
2024-01-01;138,616648;101,98503;119,36253;106,995214;127,651594;119,511899
2024-02-01;138,765447;102,275806;119,132975;106,518146;128,312324;119,108841
2024-03-01;137,885942;102,896626;119,042285;105,49739;128,913151;117,021207
2024-04-01;136,271494;102,989174;119,844335;108,202373;128,783631;115,243989
2024-05-01;135,526493;102,666154;120,796283;109,883456;128,459135;113,647598
2024-06-01;138,620072;103,148903;122,219434;110,086053;128,641699;114,020455
2024-07-01;140,313926;102,308757;123,115804;110,074317;129,376415;115,224625
2024-08-01;140,286279;101,541953;123,519278;110,591515;128,556843;115,630362
2024-09-01;139,401539;101,608117;123,936257;110,758552;127,547449;114,884776
2024-10-01;138,858805;101,8416;122,629869;110,825089;126,758563;115,561755
2024-11-01;138,989484;101,937279;121,396629;110,752285;126,20189;118,530325
2024-12-01;137,189134;101,221742;119,964123;110,772945;126,226606;118,204802
